City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,San Isidro,PE,-12.1167,-77.05,71.19,68,0,11.5,clear sky
345,Emba,KZ,48.8264,58.1442,46.15,60,100,12.21,overcast clouds
346,Correntina,BR,-13.3433,-44.6367,90.59,29,5,5.61,clear sky
347,Vostok,RU,46.4856,135.8833,27.46,82,0,7.02,clear sky
348,Bubaque,GW,11.2833,-15.8333,75.2,71,35,22.77,scattered clouds
349,Kloulklubed,PW,7.0419,134.2556,81.18,79,100,4.61,light rain
350,Katangli,RU,51.7102,143.2326,37.62,72,96,14.41,overcast clouds
351,Thinadhoo,MV,0.5333,72.9333,82.89,65,5,2.57,clear sky
352,Mwene-Ditu,CD,-7.0,23.45,67.3,96,100,2.39,light rain
353,Saposoa,PE,-6.934,-76.7716,86.41,56,95,2.19,overcast clouds
354,Coquimbo,CL,-29.9533,-71.3436,62.33,72,0,13.8,clear sky
355,Qasigiannguit,GL,68.8193,-51.1922,30.45,91,21,6.4,few clouds
356,Palu,ID,-0.8917,119.8707,74.82,94,100,2.19,overcast clouds
357,Tromso,NO,69.6496,18.957,24.82,54,0,3.44,clear sky
358,Tra Vinh,VN,9.9347,106.3453,76.21,86,100,7.34,overcast clouds
359,Chiredzi,ZW,-21.05,31.6667,76.21,67,60,6.82,broken clouds
360,Mogapinyana,BW,-22.3667,27.6,79.14,40,99,2.53,overcast clouds
361,Khash,IR,28.2211,61.2158,67.69,12,0,3.74,clear sky
362,Chapais,CA,49.7834,-74.8492,32.04,85,100,5.99,overcast clouds
363,Tadian,PH,16.9956,120.8203,59.65,92,100,5.03,overcast clouds
364,Kavaratti,IN,10.5669,72.642,82.31,72,71,7.0,broken clouds
365,Xinmin,CN,41.9908,122.8253,47.03,53,0,21.7,clear sky
366,Sohag,EG,26.557,31.6948,84.43,9,100,9.62,overcast clouds
367,Korba,IN,22.35,82.6833,76.53,10,1,4.99,clear sky
368,Bakel,SN,14.905,-12.4568,91.38,15,52,7.81,broken clouds
369,Constantine,DZ,36.365,6.6147,47.61,76,75,10.36,broken clouds
370,Padang,ID,-0.9492,100.3543,75.87,86,31,4.38,scattered clouds
371,Mardin,TR,37.3131,40.7436,54.66,48,0,4.61,clear sky
372,Ilam,NP,26.9167,87.9167,65.39,79,69,3.11,broken clouds
373,Wembley,AU,-31.9333,115.8,71.69,79,75,12.66,broken clouds
374,Mendi,PG,-6.1761,143.6513,52.95,97,89,2.73,overcast clouds
375,Akdepe,TM,42.0551,59.3788,68.52,16,0,12.12,clear sky
376,Hun,LY,29.1268,15.9477,80.17,11,0,12.06,clear sky
377,Matagami,CA,49.7502,-77.6328,35.92,90,100,5.68,overcast clouds
378,Tabuk,PH,17.4189,121.4443,71.85,96,100,4.38,overcast clouds
379,Flinders,AU,-34.5833,150.8552,61.38,83,0,1.99,clear sky
380,Bathsheba,BB,13.2167,-59.5167,83.01,61,20,19.57,few clouds
381,Meulaboh,ID,4.1363,96.1285,74.25,84,100,3.09,overcast clouds
382,Sikonge,TZ,-5.6333,32.7667,69.28,75,100,2.3,overcast clouds
383,Klyuchi,RU,52.2667,79.1667,38.3,78,98,7.23,overcast clouds
384,Redmond,US,47.674,-122.1215,54.36,69,100,5.99,overcast clouds
385,Shakhtinsk,KZ,49.71,72.5872,30.61,83,100,4.16,overcast clouds
386,Spearfish,US,44.4908,-103.8594,53.89,38,35,26.46,scattered clouds
387,Roald,NO,62.5833,6.1333,38.75,100,100,4.61,light shower snow
388,Gander,CA,48.9682,-54.5906,39.16,80,100,13.0,overcast clouds
389,Iracoubo,GF,5.4802,-53.2011,79.18,87,39,11.52,moderate rain
390,Marawi,PH,7.9986,124.2928,67.33,95,89,0.98,overcast clouds
391,Pascagoula,US,30.3658,-88.5561,84.2,34,0,8.05,clear sky
392,Yauya,PE,-8.9833,-77.3,59.56,55,99,3.71,light rain
393,Jiangyou,CN,31.7667,104.7167,55.17,84,100,2.59,overcast clouds
394,Rocha,UY,-34.4833,-54.3333,71.31,66,96,9.37,overcast clouds
395,Hays,US,30.0502,-98.0336,86.09,40,0,7.0,clear sky
396,Imeni Poliny Osipenko,RU,52.4201,136.4853,34.47,85,100,12.33,overcast clouds
397,Vila Velha,BR,-20.3297,-40.2925,84.15,80,20,8.05,few clouds
398,Mount Isa,AU,-20.7333,139.5,67.77,30,100,5.75,light rain
399,Martyush,RU,56.4,61.8819,35.47,95,100,9.73,overcast clouds
400,Lengshuijiang,CN,27.6881,111.4294,55.54,69,69,1.05,broken clouds
401,Tabou,CI,4.423,-7.3528,80.47,82,100,10.38,overcast clouds
402,Leningradskiy,RU,69.3833,178.4167,-17.82,100,95,2.51,overcast clouds
403,Saint-Pierre,RE,-21.3393,55.4781,74.88,94,100,9.22,overcast clouds
404,Ca Mau,VN,9.1769,105.15,77.02,83,100,9.17,overcast clouds
405,Pinega,RU,64.7001,43.3936,15.12,98,91,3.56,overcast clouds
406,Okhotsk,RU,59.3833,143.3,17.02,92,100,8.77,overcast clouds
407,Pa Sang,TH,18.5262,98.9394,76.01,46,24,1.14,few clouds
408,Aksu,CN,41.1231,80.2644,57.31,29,0,3.02,clear sky
409,Portobelo,PA,9.55,-79.65,88.95,77,84,10.0,broken clouds
410,Hambantota,LK,6.1241,81.1185,78.1,83,14,1.81,few clouds
411,Yumen,CN,40.2833,97.2,47.28,23,6,12.1,clear sky
412,Kamenka,RU,51.3223,42.7678,40.39,86,100,6.62,overcast clouds
413,Kargil,IN,34.5667,76.1,22.51,69,14,3.87,few clouds
414,Chernyshevskiy,RU,63.0128,112.4714,7.75,97,100,2.84,overcast clouds
415,Marang,MY,5.2056,103.2059,75.6,89,100,3.31,overcast clouds
416,Coihaique,CL,-45.5752,-72.0662,53.55,58,75,9.22,broken clouds
417,Zhigansk,RU,66.7697,123.3711,2.03,98,98,9.1,overcast clouds
418,Kenai,US,60.5544,-151.2583,40.03,60,20,10.36,few clouds
419,Svetlyy,RU,54.675,20.1347,30.96,71,68,8.03,broken clouds
420,Tomakivka,UA,47.8157,34.7414,41.18,85,100,11.41,overcast clouds
421,San Miguel De Cauri,PE,-10.1,-76.5833,52.16,73,100,4.27,overcast clouds
422,Port Macquarie,AU,-31.4333,152.9167,61.9,87,100,9.84,overcast clouds
423,Komatipoort,ZA,-25.4332,31.9548,77.05,75,97,5.17,overcast clouds
424,Valparaiso,CL,-33.0393,-71.6273,73.63,53,0,13.8,clear sky
425,Hamilton,US,39.1834,-84.5333,58.23,47,40,11.5,scattered clouds
426,Srednekolymsk,RU,67.45,153.6833,-18.94,100,95,1.5,overcast clouds
427,Mahajanga,MG,-15.7167,46.3167,80.13,76,0,3.98,clear sky
428,Georgetown,MY,5.4112,100.3354,78.73,83,20,0.0,few clouds
429,Pitimbu,BR,-7.4706,-34.8086,75.79,77,29,12.53,scattered clouds
430,Tazovskiy,RU,67.4667,78.7,-7.42,100,65,6.69,broken clouds
431,Gat,IL,31.61,34.7642,72.39,50,100,6.15,overcast clouds
432,Raudeberg,NO,61.9875,5.1352,32.86,92,100,4.72,light snow
433,Trujillo,PE,-8.116,-79.03,71.56,78,80,8.05,fog
434,Taoudenni,ML,22.6783,-3.9836,91.4,9,0,10.33,clear sky
435,Edgewater,US,28.9889,-80.9023,83.16,49,0,9.22,clear sky
436,Lasa,IT,46.6166,10.7002,36.36,96,100,1.48,overcast clouds
437,Vydrino,RU,51.485,104.8461,26.04,97,100,3.22,light snow
438,Arnedo,ES,42.2167,-2.1,36.9,71,20,12.8,few clouds
439,Mackay,AU,-21.15,149.2,75.69,81,91,7.76,light rain
440,Lujan,AR,-34.5703,-59.105,68.02,89,92,1.99,overcast clouds
441,Galveston,US,29.3669,-94.9669,82.51,63,0,12.66,clear sky
442,Ancud,CL,-41.8697,-73.8203,50.23,67,81,8.99,broken clouds
443,Richards Bay,ZA,-28.783,32.0377,75.47,84,97,10.76,overcast clouds
444,Krasnoyarka,RU,55.3333,73.1167,37.35,100,100,8.37,overcast clouds
445,Boundiali,CI,9.5217,-6.4869,86.31,44,97,6.15,overcast clouds
446,Chengdu,CN,30.6667,104.0667,53.87,92,100,8.9,light rain
447,Zima,RU,53.9202,102.0442,23.54,97,100,4.0,light snow
448,Marovoay,MG,-16.1,46.6333,76.48,86,0,3.29,clear sky
449,Nizhniye Sergi,RU,56.6614,59.3033,40.44,93,100,9.84,overcast clouds
450,Honiara,SB,-9.4333,159.95,79.0,88,97,6.06,overcast clouds
451,Sangar,RU,63.9242,127.4739,7.11,98,100,0.94,overcast clouds
452,Grindavik,IS,63.8424,-22.4338,39.67,100,75,16.11,broken clouds
453,Northam,GB,51.0333,-4.2167,43.66,72,53,9.13,broken clouds
454,Margate,GB,51.3813,1.3862,42.69,65,57,1.99,broken clouds
455,Manakara,MG,-22.1333,48.0167,73.29,90,39,4.21,scattered clouds
456,Cairns,AU,-16.9167,145.7667,76.06,94,87,1.14,overcast clouds
457,High Prairie,CA,55.4334,-116.4858,49.03,43,74,9.37,broken clouds
458,Warah,PK,27.4481,67.7978,83.68,6,9,5.55,clear sky
459,Luanda,AO,-8.8368,13.2343,78.8,83,75,10.36,broken clouds
460,Leninsk,RU,48.7119,45.1994,54.3,82,100,11.88,overcast clouds
461,Kennett,US,36.2362,-90.0556,64.96,37,0,8.05,clear sky
462,Kyabe,TD,9.4515,18.9449,93.43,23,22,4.83,few clouds
463,Paamiut,GL,61.994,-49.6678,35.8,80,88,7.9,overcast clouds
464,Jaleswar,NP,26.6471,85.8008,80.94,57,20,6.96,few clouds
465,Sandnessjoen,NO,66.0217,12.6316,29.64,88,75,5.75,broken clouds
466,Sola,VU,-13.8833,167.55,79.29,72,100,9.6,overcast clouds
467,Moron,AR,-34.6534,-58.6198,71.02,88,100,4.61,overcast clouds
468,Tigzirt,DZ,36.8886,4.1198,51.22,77,100,19.91,overcast clouds
469,Chumikan,RU,54.7183,135.315,26.17,96,100,13.2,light snow
470,Correia Pinto,BR,-27.5847,-50.3611,63.39,93,100,5.17,overcast clouds
471,Guerrero Negro,MX,27.9769,-114.0611,65.97,53,31,14.65,scattered clouds
472,Kuala Lumpur,MY,3.1431,101.6865,78.33,92,100,1.21,moderate rain
473,Touros,BR,-5.1989,-35.4608,79.02,85,99,11.7,overcast clouds
474,Vikindu,TZ,-7.0067,39.2985,76.84,85,12,3.67,few clouds
475,Cuetzalan,MX,20.0333,-97.5167,78.67,61,86,4.85,overcast clouds
476,Sechura,PE,-5.5569,-80.8222,83.52,55,68,13.29,broken clouds
477,Embonas,GR,36.2269,27.8564,57.83,59,93,2.89,overcast clouds
478,Alice Springs,AU,-23.7,133.8833,51.35,58,0,1.14,clear sky
479,Oranjemund,NA,-28.55,16.4333,59.9,93,0,3.47,clear sky
480,Vardo,NO,70.3705,31.1107,26.58,86,75,4.61,light shower snow
481,Lafia,NG,8.4833,8.5167,91.02,34,100,2.91,overcast clouds
482,Dwarka,IN,22.2394,68.9678,78.28,74,0,10.96,clear sky
483,Byron Bay,AU,-28.65,153.6167,64.71,92,95,7.36,light rain
484,Tutoia,BR,-2.7619,-42.2744,80.38,86,54,7.47,broken clouds
485,Tezu,IN,27.9167,96.1667,66.15,96,100,4.65,overcast clouds
486,Charters Towers,AU,-20.1,146.2667,72.54,91,100,5.86,overcast clouds
487,Dunedin,NZ,-45.8742,170.5036,56.8,75,93,5.01,overcast clouds
488,Shentala,RU,54.45,51.4833,40.37,93,77,7.34,broken clouds
489,Puerto Madero,MX,14.7208,-92.4215,89.8,51,0,9.22,clear sky
490,Sitka,US,57.0531,-135.33,40.89,75,100,18.41,moderate rain
491,Altay,CN,47.8667,88.1167,34.27,54,2,8.37,clear sky
492,Ulladulla,AU,-35.35,150.4667,62.85,60,100,9.48,overcast clouds
493,Bundaberg,AU,-24.85,152.35,66.49,98,13,6.91,few clouds
494,Talara,PE,-4.5772,-81.2719,84.96,54,0,19.57,clear sky
495,Fortuna,US,40.5982,-124.1573,58.93,64,20,13.8,few clouds
496,Berlevag,NO,70.8578,29.0864,28.35,54,75,14.97,broken clouds
497,Taltal,CL,-25.4,-70.4833,67.23,66,22,5.3,few clouds
498,Villazon,BO,-22.0866,-65.5942,63.55,11,9,3.56,clear sky
499,Yinchuan,CN,38.4681,106.2731,51.62,14,64,3.98,broken clouds
500,Fairfield,US,41.2668,-73.3162,43.65,90,100,4.61,overcast clouds
501,Bonthe,SL,7.5264,-12.505,78.82,78,11,9.57,few clouds
502,Blackwater,AU,-23.5833,148.8833,68.59,86,3,6.62,clear sky
503,High Level,CA,58.5169,-117.136,35.01,100,100,9.04,overcast clouds
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,36.64,79,17,10.51,few clouds
505,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.04,91,24,3.58,heavy intensity rain
506,Cap-Aux-Meules,CA,47.3821,-61.8597,30.96,81,11,18.03,few clouds
507,Beinamar,TD,8.6698,15.3813,90.32,12,24,3.56,few clouds
508,Macapa,BR,0.0389,-51.0664,78.78,94,75,5.75,moderate rain
509,Agadir,MA,30.4202,-9.5982,63.05,72,62,3.58,broken clouds
510,Mutis,CO,6.2262,-77.4044,83.19,77,95,7.43,light rain
511,Bayangol,RU,50.6977,103.4656,25.75,84,100,3.13,overcast clouds
512,Kummersbruck,DE,49.4192,11.8883,28.92,96,40,3.13,scattered clouds
513,Mbalmayo,CM,3.5167,11.5,72.46,88,100,5.39,overcast clouds
514,Adrar,MR,20.5022,-10.0711,82.63,11,0,11.05,clear sky
515,Chontalpa,MX,17.7,-93.5167,86.29,66,63,7.02,broken clouds
516,Russkaya Polyana,UA,49.417,31.9201,33.82,97,100,11.16,light snow
517,Urengoy,RU,65.9667,78.3667,-4.07,100,99,6.78,overcast clouds
518,Bara,NG,10.3744,10.7288,86.79,8,100,4.92,overcast clouds
519,Gejiu,CN,23.306,103.1635,40.01,75,1,3.31,clear sky
520,Pathanamthitta,IN,9.2667,76.7833,75.06,96,19,1.83,few clouds
521,Half Moon Bay,US,37.4636,-122.4286,78.62,61,0,20.71,haze
522,Kemijarvi,FI,66.7131,27.4306,15.31,97,85,2.04,overcast clouds
523,Porto Santo,PT,33.072,-16.3415,61.18,67,75,25.32,broken clouds
524,Viedma,AR,-40.8135,-62.9967,53.94,61,100,16.71,light rain
525,Berbera,SO,10.4396,45.0143,84.13,59,5,2.44,clear sky
526,Zyryanka,RU,65.75,150.85,-21.71,100,67,1.86,broken clouds
527,Petatlan,MX,17.5167,-101.2667,80.4,44,100,8.32,overcast clouds
528,Pisco,PE,-13.7,-76.2167,73.45,64,0,20.71,clear sky
529,Russell,US,32.3502,-85.1999,75.96,34,0,8.05,clear sky
530,Belfast,GB,54.5833,-5.9333,48.38,86,75,18.41,light intensity drizzle rain
531,Gorontalo,ID,0.5412,123.0595,75.0,94,98,2.19,overcast clouds
532,Cedar City,US,37.6775,-113.0619,60.4,33,75,5.75,broken clouds
533,Araouane,ML,18.9048,-3.5265,91.17,11,0,7.58,clear sky
534,Lerik,AZ,38.7726,48.4128,55.04,29,4,10.71,clear sky
535,Poronaysk,RU,49.2167,143.1167,39.99,62,17,12.26,few clouds
536,Banda Aceh,ID,5.5577,95.3222,77.36,84,100,7.81,overcast clouds
537,Tirumullaivasal,IN,11.2333,79.8333,80.22,80,55,6.15,broken clouds
538,Kangaatsiaq,GL,68.3065,-53.4641,30.81,89,21,8.28,few clouds
539,Rundu,NA,-17.9333,19.7667,65.5,93,99,2.73,overcast clouds
540,Shingu,JP,33.7333,135.9833,49.66,88,97,5.99,overcast clouds
541,Brigantine,US,39.4101,-74.3646,59.04,79,75,12.66,broken clouds
542,Newcastle,AU,-32.9272,151.7765,63.39,78,40,6.91,scattered clouds
543,Zhovti Vody,UA,48.3473,33.5003,36.0,94,100,7.49,overcast clouds
544,Kipini,KE,-2.5257,40.5262,84.49,78,86,12.1,overcast clouds
545,Olafsvik,IS,64.8945,-23.7142,36.0,93,100,17.45,overcast clouds
546,Velikiy Novgorod,RU,58.5167,31.2833,29.01,96,84,3.96,light snow
547,Bojnurd,IR,37.4747,57.329,66.69,23,0,5.66,clear sky
548,Urumqi,CN,43.801,87.6005,50.95,40,0,6.71,clear sky
549,Teseney,ER,15.11,36.6575,90.82,20,9,12.55,clear sky
550,Portel,BR,-1.9356,-50.8211,80.67,89,100,3.02,overcast clouds
551,Nouakchott,MR,18.0858,-15.9785,66.13,80,2,13.6,clear sky
552,Bintulu,MY,3.1667,113.0333,75.27,93,36,4.14,scattered clouds
553,Ulaangom,MN,49.9811,92.0667,17.29,83,45,4.63,scattered clouds
554,Saurimo,AO,-9.6608,20.3916,66.06,96,100,3.76,overcast clouds
555,Marshall,US,34.3834,-86.3333,67.32,27,0,11.99,clear sky
556,Del Rio,US,29.3627,-100.8968,89.71,36,0,18.41,clear sky
557,Aripuana,BR,-9.1667,-60.6333,83.07,75,96,1.16,overcast clouds
558,Bambanglipuro,ID,-7.95,110.2833,76.06,87,100,4.27,overcast clouds
559,Svay Rieng,KH,11.0879,105.7993,75.54,71,100,7.7,overcast clouds
560,Luderitz,NA,-26.6481,15.1594,60.57,87,0,5.82,clear sky
561,Sile,TR,41.1754,29.6133,52.57,51,2,4.45,clear sky
562,Terrace,CA,54.5163,-128.6035,39.99,84,89,4.65,light rain
563,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,82,40,13.8,scattered clouds
564,Mohgaon,IN,21.65,78.7167,86.31,18,5,1.5,clear sky
565,Usinsk,RU,65.9939,57.5281,19.71,85,100,12.08,overcast clouds
566,Acarau,BR,-2.8856,-40.12,79.95,84,23,12.37,moderate rain
567,Labrea,BR,-7.2586,-64.7981,87.28,56,27,1.66,scattered clouds
568,Xiuyan,CN,40.2928,123.2744,39.27,77,0,3.56,clear sky
569,Kapuskasing,CA,49.4169,-82.4331,33.21,100,100,5.08,overcast clouds
570,Sakakah,SA,29.9697,40.2064,78.64,11,6,8.41,clear sky
571,Tual,ID,-5.6667,132.75,81.7,66,51,2.06,broken clouds
572,Boden,SE,65.8252,21.6886,24.8,94,100,1.97,overcast clouds
573,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,65.03,95,100,10.31,light rain
574,Natal,BR,-5.795,-35.2094,77.65,94,75,6.91,moderate rain
575,Zaritap,AM,39.6363,45.5096,61.99,42,71,3.94,broken clouds
576,Anloga,GH,5.7947,0.8973,83.07,84,95,17.49,light rain
577,Piacabucu,BR,-10.4056,-36.4344,80.82,73,14,9.28,few clouds
578,Garden City,US,42.3256,-83.331,45.9,68,100,10.36,overcast clouds
579,Burnie,AU,-41.0667,145.9167,58.24,76,56,2.98,broken clouds
580,Nekhayevskiy,RU,50.4106,41.7561,44.73,90,100,7.52,light rain
581,Maceio,BR,-9.6658,-35.7353,78.24,83,75,6.91,broken clouds
582,Cascais,PT,38.6979,-9.4215,56.46,52,20,20.0,few clouds
583,Prieska,ZA,-29.6641,22.7474,70.2,26,0,8.81,clear sky
584,Tikamgarh,IN,24.745,78.8333,83.5,9,0,4.65,clear sky
585,Tongling,CN,30.95,117.7833,47.64,77,61,4.12,broken clouds
586,Ossora,RU,59.2353,163.0719,11.89,84,39,5.95,scattered clouds
587,Matamoros,MX,25.5333,-103.25,87.91,11,0,6.91,clear sky
588,San Roque,ES,36.2107,-5.3842,56.23,62,100,28.77,overcast clouds
589,Sibiti,CG,-3.6819,13.3499,71.58,92,38,1.05,light rain
590,Juba,SS,4.8517,31.5825,81.45,43,100,2.82,overcast clouds
591,Daye,CN,30.0833,114.95,54.7,65,100,6.24,overcast clouds
592,Pochutla,MX,15.7432,-96.4661,91.22,34,5,9.13,clear sky
593,Bilma,NE,18.6853,12.9164,87.26,5,3,5.79,clear sky
594,Evensk,RU,61.95,159.2333,5.05,86,35,5.26,scattered clouds
595,Svetlogorsk,BY,52.6333,29.7333,28.9,85,100,6.71,overcast clouds
596,Porto Novo,BJ,6.4965,2.6036,82.65,81,94,10.83,overcast clouds
597,Channel-Port Aux Basques,CA,47.5702,-59.1367,33.17,87,61,23.24,broken clouds
598,Esqueda,MX,30.7167,-109.5833,76.71,11,93,18.61,overcast clouds
599,Middelburg,ZA,-25.7751,29.4648,63.54,78,100,2.53,overcast clouds
600,Sattahip,TH,12.6664,100.9007,75.97,60,20,11.5,few clouds
601,Pundaguitan,PH,6.3711,126.1689,80.8,77,100,6.89,overcast clouds
602,Molina,CL,-35.1167,-71.2833,70.38,34,0,10.36,clear sky
603,Whitefish,US,48.4111,-114.3376,52.0,42,20,13.8,few clouds
604,Nanao,JP,37.05,136.9667,46.29,92,24,6.62,few clouds
605,Kodinsk,RU,58.6881,99.1844,2.57,99,84,2.26,broken clouds
606,Carutapera,BR,-1.195,-46.02,79.02,88,100,6.93,moderate rain
607,Namatanai,PG,-3.6667,152.4333,78.37,85,100,2.39,light rain
608,Rayachoti,IN,14.05,78.75,77.65,67,96,9.6,overcast clouds
609,Tshane,BW,-24.0196,21.8684,68.95,76,75,12.57,broken clouds
610,Tekkali,IN,18.6167,84.2333,77.27,94,57,5.57,broken clouds
611,Lucea,JM,18.451,-78.1736,82.85,69,13,1.97,few clouds
612,Sucua,EC,-2.4667,-78.1667,83.14,54,20,8.05,light rain
613,Rozhnyativ,UA,48.9358,24.1638,27.09,91,100,6.8,overcast clouds
614,Catia La Mar,VE,10.6038,-67.0303,88.0,66,20,3.44,few clouds
615,Cutervo,PE,-6.379,-78.8157,61.43,74,100,3.49,light rain
616,Laguna,US,38.421,-121.4238,80.89,21,0,9.22,clear sky
617,Fiumicino,IT,41.7675,12.2291,51.49,71,20,4.61,few clouds
618,Gravdal,NO,68.1214,13.5031,30.09,74,40,20.71,scattered clouds
619,Mkushi,ZM,-13.6202,29.3939,64.18,95,14,1.83,few clouds
620,Amahai,ID,-3.3333,128.9167,78.1,82,100,1.52,overcast clouds
621,Aberdeen,GB,57.1437,-2.0981,50.65,88,100,10.36,overcast clouds
622,Novouzensk,RU,50.4592,48.1431,53.06,69,100,11.65,overcast clouds
623,Vredendal,ZA,-31.6683,18.5012,61.74,80,0,6.76,clear sky
624,Plettenberg Bay,ZA,-34.0527,23.3716,61.18,90,82,1.97,broken clouds
625,Kiunga,PG,-6.1219,141.2906,72.43,96,35,0.94,scattered clouds
626,Santa Cruz,BO,-17.8,-63.1667,84.25,51,20,18.41,few clouds
627,Naze,JP,28.3667,129.4833,57.42,61,13,12.15,few clouds
628,Taranagar,IN,28.6709,75.0351,80.47,5,0,9.89,clear sky
629,Picota,PE,-6.9197,-76.3304,88.29,55,94,4.54,overcast clouds
630,Upata,VE,8.0086,-62.3989,82.71,56,100,5.75,overcast clouds
631,Southbridge,US,42.0751,-72.0334,51.57,66,100,3.0,light rain
632,Lashio,MM,22.9333,97.75,65.89,72,31,1.07,scattered clouds
633,Aloleng,PH,16.1307,119.7824,78.73,71,74,7.63,broken clouds
634,Bandarbeyla,SO,9.4942,50.8122,79.29,75,94,4.45,overcast clouds
635,Yerbogachen,RU,61.2767,108.0108,4.14,96,93,6.11,overcast clouds
636,Boyolangu,ID,-8.1181,111.8935,73.36,92,84,2.28,broken clouds
637,Kiama,AU,-34.6833,150.8667,61.57,67,0,3.0,clear sky
638,Manadhoo,MV,5.7667,73.3833,82.96,69,10,2.95,clear sky
639,Mirebalais,HT,18.8333,-72.1053,88.52,28,11,6.4,few clouds
640,Kurilsk,RU,45.2333,147.8833,35.28,77,0,8.1,clear sky
641,Rio Gallegos,AR,-51.6226,-69.2181,53.65,28,40,33.38,scattered clouds
642,Kem,RU,64.9555,34.5793,18.03,97,100,5.35,overcast clouds
643,Engels,RU,51.5,46.1167,43.48,92,100,3.36,overcast clouds
644,Dzhebariki-Khaya,RU,62.2167,135.8,-4.14,99,92,2.17,overcast clouds
645,Juegang,CN,32.3174,121.1855,46.9,72,14,6.26,few clouds
646,Port Keats,AU,-14.25,129.55,78.85,70,9,3.2,clear sky
647,Pecos,US,31.4229,-103.4932,90.43,14,40,8.05,scattered clouds
648,Mandera,KE,3.9366,41.867,92.57,23,28,12.97,scattered clouds
649,Konstantinovskiy,RU,57.8301,39.5899,28.11,93,98,4.97,overcast clouds
650,Morro Bay,US,35.3658,-120.8499,76.71,67,100,5.99,overcast clouds
651,Morant Bay,JM,17.8815,-76.4093,89.71,67,4,11.45,clear sky
652,Sfantu Gheorghe,RO,45.8667,25.7833,32.94,94,100,6.02,light snow
653,Yenagoa,NG,4.9247,6.2642,79.86,83,100,5.66,overcast clouds
654,Gouyave,GD,12.1646,-61.7296,83.17,61,20,32.21,few clouds
655,Kostomuksha,RU,64.571,30.5767,18.59,97,100,4.36,overcast clouds
656,Baleshwar,IN,21.4942,86.9317,79.03,81,53,13.91,broken clouds
657,Floro,NO,61.5996,5.0328,38.23,86,75,5.75,light rain
658,Yaan,NG,7.3833,8.5667,90.61,33,100,8.61,overcast clouds
659,Ewo,CG,-0.8725,14.8206,75.13,85,66,4.34,light rain
660,La Ronge,CA,55.1001,-105.2842,38.08,86,90,1.81,overcast clouds
661,Longhua,CN,23.6137,114.1919,55.56,69,0,2.19,clear sky
662,Traverse City,US,44.7631,-85.6206,46.72,74,100,6.91,overcast clouds
663,Bilovice Nad Svitavou,CZ,49.2471,16.6725,35.46,52,0,4.61,clear sky
664,Hirara,JP,24.8,125.2833,68.92,69,94,25.12,overcast clouds
665,Sawtell,AU,-30.3833,153.1,65.19,94,100,8.5,light rain
666,Colombo,LK,6.9319,79.8478,78.46,85,86,4.29,overcast clouds
667,Butembo,CD,0.15,29.2833,58.66,95,16,2.01,light rain
668,Port Blair,IN,11.6667,92.75,80.42,79,24,8.86,few clouds
669,Marsa Matruh,EG,31.3525,27.2453,64.78,62,0,8.32,clear sky
670,Gari,RU,59.4307,62.3497,37.13,99,100,11.59,overcast clouds
671,Preeceville,CA,51.95,-102.6677,31.53,100,100,5.1,overcast clouds
672,Azanka,RU,58.0401,64.7893,37.08,92,100,10.22,overcast clouds
673,Moerai,PF,-22.4333,-151.3333,81.19,76,100,13.98,overcast clouds
674,Odesskoye,RU,54.2111,72.9651,35.38,90,100,8.32,overcast clouds
675,Camacha,PT,33.0833,-16.3333,58.42,67,75,25.32,broken clouds
676,Ixtapa,MX,20.7,-105.2,76.23,65,0,13.8,clear sky
677,Nome,US,64.5011,-165.4064,15.87,48,0,3.44,clear sky
678,Asyut,EG,27.181,31.1837,80.42,11,98,5.55,overcast clouds
679,Mizdah,LY,31.4451,12.9801,63.72,51,1,18.63,clear sky
680,Pingdu,CN,36.7844,119.9464,43.16,78,0,6.15,clear sky
681,Dukat,RU,62.55,155.55,-6.59,100,71,2.57,broken clouds
682,Hay River,CA,60.8156,-115.7999,31.6,95,99,9.24,overcast clouds
